NAME,BUY_PRICE,BUY_PRICE_INCLUDE_TAX,INITIAL_STOCK,REMAINING_QUANTITY,SERIAL_NO,EXPIRY_DATE
ZERODOL 100MG,Ksh45.00,Yes,931,,,
ZERODOL P tabs,Ksh15.00,Yes,932,,,
ZESTORETIC 20mg,Ksh23.00,Yes,935,,,
ZESTRIL 5mg,Ksh28.00,Yes,936,,,
ZINC & CASTOR OIL CARE 100G,Ksh20.00,Yes,937,,,
ZINC OXIDE OINT 100GMS,Ksh410.00,Yes,939,,,
ZINC OXIDE Ointment,Ksh90.00,Yes,94,,,
ZINC OXIDE PLASTER 2',Ksh90.00,Yes,940,,,
ZINC OXIDE PLASTER 4',Ksh50.00,Yes,942,,,
ZINC SULPHATE TABS 20mg,Ksh79.00,Yes,945,,,
ZINC SULPHATE -ZS 20,Ksh1.50,Yes,946,,,
ZINCAT OD 60mls,Ksh2.00,Yes,947,,,
ZINCOR 5ML ZINC SULPHATE,Ksh110.00,Yes,949,,,
ZINCOVIT TABS,Ksh106.00,Yes,950,,,
ZINNAT 250mg 10's,Ksh16.00,Yes,951,,,
ZINNAT 500MG 10's,Ksh500.00,Yes,952,,,
ZINNAT SUSP 125MG/5ML 100ML,"Ksh1,200.00",Yes,953,,,
ZINNAT SUSP 125MG/5ML 50ML,"Ksh1,100.00",Yes,954,,,
ZINNAT SUSP 250MG/5ML,Ksh650.00,Yes,955,,,
ZITHROCARE 200mg SUSP,"Ksh1,135.00",Yes,958,,,
ZITHROCARE200 SUSP,Ksh80.00,Yes,959,,,
ZITHROMAX 250MG,Ksh80.00,Yes,960,,,
ZITHROMAX 500 MG*,Ksh5.00,Yes,961,,,
ZITHROx 500mg cosmos,Ksh200.00,Yes,962,,,
ZOCEF DRY SYRUP 125MG 70mls,Ksh70.00,Yes,964,,,
ZOFLOX,Ksh195.00,Yes,965,,,
ZOFLOX 10,Ksh5.00,Yes,966,,,
ZOFRAN 2MG/ML IV,Ksh50.00,Yes,968,,,
ZOFRAN 4MG,Ksh5.00,Yes,970,,,
ZOFTRA SYRUP 50mls Ondanesetron,Ksh5.00,Yes,971,,,
ZOLARAM 0.25,Ksh340.00,Yes,972,,,
ZOLIDON 125MG/5MLS 50mls,Ksh15.00,Yes,973,,,
ZOLPIDEM NITREST 10  10MG,Ksh210.00,Yes,974,,,
Z-POWER,Ksh30.00,Yes,975,,,
ZULU MR tabs,Ksh200.00,Yes,979,,,
ZULU PLAIN,Ksh30.00,Yes,98,,,
ZULU SP tabs,Ksh18.00,Yes,980,,,
ZULU TABS,Ksh30.00,Yes,981,,,
ZUPRICIN B OINT 15G,Ksh16.00,Yes,983,,,
ZUPRICIN OINT 15grams,Ksh476.00,Yes,985,,,
Z-VIT TABS,Ksh450.00,Yes,986,,,
ZYCET 60mls,Ksh5.00,Yes,987,,,
ZYLTAN H,Ksh140.00,Yes,988,,,
ZYNCET 10mg cetrizine,Ksh20.00,Yes,99,,,
ZYRTAL MR,Ksh3.50,Yes,990,,,
ZYRTAL SP,Ksh32.00,Yes,991,,,
ZYRTEC Gsk 75mls,Ksh26.00,Yes,992,,,
ZYTEE MOUTH GEL 10mls,Ksh458.00,Yes,993,,,
ZYTELCT 40MG,Ksh170.00,Yes,994,,,
