No.,Item Code,Item Description,Item Category,Brand,U.O.M,Buying Price,Selling Price,Expense Account,Income Account
1314,PHA531,URINE BAGS,PHARMACY,,TABS,15,100,INVENTORY - PHARMACY,PHARMACY
1315,LAB020,URINE CONTAINER,LAB ITEMS,,PIECES,14,0,LABORATORY EQUIPMENT,LABORATORY
1316,KITCHEN029,USHINDI BAR SOAP,KITCHEN ITEMS,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1317,PHA423,V-DRUF SHAMPOO 0,PHARMACY,,TABS,0,150,INVENTORY - PHARMACY,PHARMACY
1318,PHA361,VAGINAL SPECULUM [LARGE SIZE],PHARMACY,,TABS,75,300,INVENTORY - PHARMACY,PHARMACY
1319,PHA545,VAGINAL SPECULUM [MEDIUM SIZE] CASH],PHARMACY,,TABS,75,300,INVENTORY - PHARMACY,PHARMACY
1320,PHA698,VARGINAL SPECULUM SMALL SIZE DISP,PHARMACY,,TABS,0,250,INVENTORY - PHARMACY,PHARMACY
1321,PHA467,VAZOLE 0,PHARMACY,,TABS,0,800,INVENTORY - PHARMACY,PHARMACY
1322,PHA491,VAZOLE DROPS 0,PHARMACY,,TABS,0,400,INVENTORY - PHARMACY,PHARMACY
1323,PHA636,VDRL 50S,PHARMACY,,TABS,50,2500,INVENTORY - PHARMACY,PHARMACY
1324,16,VEGETABLE COOKING OIL (CANTEEN),CANTEEN & CATERING,,10LTS,2290,2290,PREPAID SERVICE CONTRACTS,
1325,KITCHEN015,VEGETABLE OIL,KITCHEN ITEMS,,LTS,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1326,LAB028,VELVEX TOILET BALLS,LAB ITEMS,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1327,PHA763,VENOFER(IRON SUCROSE INJECTION),PHARMACY,,TABS,200,500,INVENTORY - PHARMACY,PHARMACY
1328,PHA308,VENTOLIN EXP. 100ML,PHARMACY,,TABS,0,450,INVENTORY - PHARMACY,PHARMACY
1329,PHA309,VENTOLIN RESPIRATOR 10ML,PHARMACY,,TABS,0,1000,INVENTORY - PHARMACY,PHARMACY
1330,PHA310,VENTOLIN SYRUP(ORIGINAL) 2MG/5ML,PHARMACY,,TABS,0,350,INVENTORY - PHARMACY,PHARMACY
1331,PHA831,VICKL[POLYGLOCOLIC ACID 3/0 CUTTING,PHARMACY,,TABS,91.66,250,INVENTORY - PHARMACY,PHARMACY
1332,PHA575,VICKLY[POLYGLYCOLIC] 2 ROUND BODY,PHARMACY,,TABS,100,300,INVENTORY - PHARMACY,PHARMACY
1333,PHA576,VICKLY[POLYGLYCOLIC] 20 ROUND BODY,PHARMACY,,TABS,100,300,INVENTORY - PHARMACY,PHARMACY
1334,PHA716,VICLY [POLYGYCOLIC] N 3/0 [ROUND BODY]],PHARMACY,,TABS,95.83,200,INVENTORY - PHARMACY,PHARMACY
1335,PHA715,VICLY [POLYGYCOLIC] N 3/O [REVERSE CUTTING],PHARMACY,,TABS,95.83,300,INVENTORY - PHARMACY,PHARMACY
1336,PHA714,VICLY [POLYGYCOLIC] NO 2 [REVERSE CUTTING],PHARMACY,,TABS,95.83,200,INVENTORY - PHARMACY,PHARMACY
1337,PHA693,VICLY [POLYGYCOLIC] NO.1 REVERSE CUTTING,PHARMACY,,TABS,108.83,300,INVENTORY - PHARMACY,PHARMACY
1338,PHA712,VICLY [POLYGYCOLIC] NO.1 ROUND BODY,PHARMACY,,TABS,95.83,300,INVENTORY - PHARMACY,PHARMACY
1339,PHA713,VICLY [POLYGYCOLIC] NO2/0 [REVERSE CUTTING],PHARMACY,,TABS,95.83,200,INVENTORY - PHARMACY,PHARMACY
1340,KITCHEN034,VIM,KITCHEN ITEMS,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1341,PHA487,VISIONACE TABS 0,PHARMACY,,TABS,0,200,INVENTORY - PHARMACY,PHARMACY
1342,PHA311,VITAMIN A CAPS 10000I.U,PHARMACY,,TABS,0,12,INVENTORY - PHARMACY,PHARMACY
1343,PHA384,VITAMIN B & HIGH POTENCY INJ (PABRINEX) 0,PHARMACY,,TABS,0,1000,INVENTORY - PHARMACY,PHARMACY
1344,PHA312,VITAMIN B COMPLEX TABS 15MG/1MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
1345,PHA313,VITAMIN C 200MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
1346,PHA441,VITAMIN C250 MG [CEOVIT] 0,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
1347,PHA577,VITAMIN K 1MG[0.2ML] [CASH],PHARMACY,,TABS,102,150,INVENTORY - PHARMACY,PHARMACY
1348,PHA314,VITAMIN K INJ. 10MG/ML,PHARMACY,,TABS,0,200,INVENTORY - PHARMACY,PHARMACY
1349,PHA871,"VITAZEE [VIT C,VIT D3, VIT A AND ZINC]",PHARMACY,,TABS,0,20,INVENTORY - PHARMACY,PHARMACY
1350,PHA977,VOLUVEN6% INFUSION,PHARMACY,,TABS,1642,2500,INVENTORY - PHARMACY,PHARMACY
1351,PHA605,WALKING FRAME,PHARMACY,,TABS,0,5500,INVENTORY - PHARMACY,PHARMACY
1352,PHA658,WALKING FRAME WITH WHEELS,PHARMACY,,TABS,0,6000,INVENTORY - PHARMACY,PHARMACY
1353,PHA632,WALKING STICK,PHARMACY,,TABS,0,1200,INVENTORY - PHARMACY,PHARMACY
1354,PHA322,WARFARIN TABS 5MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
1355,5055,WATER 1 LITRE,CANTEEN & CATERING,,PIECES,33.33,33.33,PREPAID SERVICE CONTRACTS,
1356,5039,WATER (500ML),CANTEEN & CATERING,,PIECES,14.58,30,PREPAID SERVICE CONTRACTS,
1357,PHA315,WATER FOR INJ. 10ML,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
1358,345022,WAX BOX,DENTAL,,PKT,900,0,COS-DENTAL,DENTAL
1359,PHA442,WAXOFF 0,PHARMACY,,TABS,0,150,INVENTORY - PHARMACY,PHARMACY
1360,45,WHEAT FLOUR WHITE FLOUR 2KG,CANTEEN & CATERING,,PKT,0,0,COS-CANTEEN,CANTEEN INCOME
1361,CANTEEN049,WHITE LINERS,CANTEEN & CATERING,,PIECES,115,0,PREPAID SERVICE CONTRACTS,
1362,8008,WHITE OUTS,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
1363,10,WHITE WHEAT FLOUR 2KG (CANTEEN),CANTEEN & CATERING,,PKT,187.5,187.5,PREPAID SERVICE CONTRACTS,
1364,PHA378,WHITEFIELD OINTMENT 20G 0,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
1365,PHA801,WIRE CUTTER,PHARMACY,,TABS,3000,3000,INVENTORY - PHARMACY,PHARMACY
1366,PHA779,WRIST SPLINT,PHARMACY,,TABS,1500,2500,INVENTORY - PHARMACY,PHARMACY
1367,PHA135,WRIST SUPPORT,PHARMACY,,TABS,0,700,INVENTORY - PHARMACY,PHARMACY
1368,PHA484,X-RAY FILM,PHARMACY,,TABS,11732,0,INVENTORY - PHARMACY,PHARMACY
1369,PHA316,XTRADERM CREAM 20G [CASH],PHARMACY,,TABS,90,250,INVENTORY - PHARMACY,PHARMACY
1370,PHA618,YELLOWTIPS,PHARMACY,,TABS,0,1,INVENTORY - PHARMACY,PHARMACY
1371,4224,YOGHURT 200ML,CANTEEN & CATERING,,PKT,45,50,PREPAID SERVICE CONTRACTS,
1372,4064,YOGHURT 250 ML,CANTEEN & CATERING,,PKT,540,540,PREPAID SERVICE CONTRACTS,
1373,CANTEEN077,YORGHUT ( MEDIUM),CANTEEN & CATERING,,PIECES,0,50,PHYSIOTHERPHY EQUIPMENT,PHYSIOTHERPHY EQUIPMENT
1374,PHA978,ZEDKAL SUSP[CALCIUM SYRUP],PHARMACY,,TABS,500,680,INVENTORY - PHARMACY,PHARMACY
1375,PHA317,ZESTORETIC TABS 20MG,PHARMACY,,TABS,11.96,20,INVENTORY - PHARMACY,PHARMACY
1376,PHA436,ZIMAX(AZITHROMYCIN) 0,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
1377,PHA500,ZINC OXIDE OINTMENT 15% 500GM 0,PHARMACY,,TABS,0,510,INVENTORY - PHARMACY,PHARMACY
1378,PHA189,ZINC SULPHATE DROPS 5ML,PHARMACY,,TABS,0,200,INVENTORY - PHARMACY,PHARMACY
1379,PHA318,ZINC SULPHATE MONOHYDRATE TAB 20MG 10MG,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
1380,CANTEEN172,ZITO 250ML MILK,CANTEEN & CATERING,,CARTONS,680,680,PREPAID SERVICE CONTRACTS,
1381,PHA434,ZOLFIN(ACECLOFENAC) 100MG 0,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
1382,PHA382,ZULU (ACECLOFENAC/PARACETAMOL) 100/500MG 0,PHARMACY,,TABS,25.7,40,INVENTORY - PHARMACY,PHARMACY
1383,PHA706,ZULU MR[CASH],PHARMACY,,TABS,33,50,INVENTORY - PHARMACY,PHARMACY
1384,PHA385,ZYRTAL-MR 100/500/500MG 0,PHARMACY,,TABS,0,30,INVENTORY - PHARMACY,PHARMACY
